Time,CP.CHW-SYS.SEBCHWR-F
"8/15/20, 10:15:00 AM PDT",280.3531
"8/15/20, 10:30:00 AM PDT",271.7364
"8/15/20, 10:45:00 AM PDT",271.4027
"8/15/20, 11:00:00 AM PDT",283.3889
"8/15/20, 11:15:00 AM PDT",271.5742
"8/15/20, 11:30:00 AM PDT",273.7592
"8/15/20, 11:45:00 AM PDT",285.0161
"8/15/20, 12:00:00 PM PDT",272.8199
"8/15/20, 12:15:00 PM PDT",273.3758
"8/15/20, 12:30:00 PM PDT",285.8295
"8/15/20, 12:45:00 PM PDT",272.662
"8/15/20, 1:00:00 PM PDT",276.0752
"8/15/20, 1:15:00 PM PDT",286.1317
"8/15/20, 1:30:00 PM PDT",275.0624
"8/15/20, 1:45:00 PM PDT",275.1794
"8/15/20, 2:00:00 PM PDT",284.3044
"8/15/20, 2:15:00 PM PDT",278.4517
"8/15/20, 2:30:00 PM PDT",286.9842
"8/15/20, 2:45:00 PM PDT",284.8984
"8/15/20, 3:00:00 PM PDT",273.1267
"8/15/20, 3:15:00 PM PDT",285.442
"8/15/20, 3:30:00 PM PDT",282.4785
"8/15/20, 3:45:00 PM PDT",272.6985
"8/15/20, 4:00:00 PM PDT",284.19
"8/15/20, 4:15:00 PM PDT",289.0409
"8/15/20, 4:30:00 PM PDT",277.7831
"8/15/20, 4:45:00 PM PDT",290.1153
"8/15/20, 5:00:00 PM PDT",294.956
"8/15/20, 5:15:00 PM PDT",278.4714
"8/15/20, 5:30:00 PM PDT",285.8356
"8/15/20, 5:45:00 PM PDT",287.26
"8/15/20, 6:00:00 PM PDT",274.5789
"8/15/20, 6:15:00 PM PDT",274.9375
"8/15/20, 6:30:00 PM PDT",283.0954
"8/15/20, 6:45:00 PM PDT",272.1876
"8/15/20, 7:00:00 PM PDT",271.7363
"8/15/20, 7:15:00 PM PDT",280.0484
"8/15/20, 7:30:00 PM PDT",274.8784
"8/15/20, 7:45:00 PM PDT",278.6544
"8/15/20, 8:00:00 PM PDT",282.1443
"8/15/20, 8:15:00 PM PDT",277.8301
"8/15/20, 8:30:00 PM PDT",278.9276
"8/15/20, 8:45:00 PM PDT",282.302
"8/15/20, 9:00:00 PM PDT",271.2979
"8/15/20, 9:15:00 PM PDT",277.5398
"8/15/20, 9:30:00 PM PDT",281.6394
"8/15/20, 9:45:00 PM PDT",272.5586
"8/15/20, 10:00:00 PM PDT",273.1523
"8/15/20, 10:15:00 PM PDT",281.1596
"8/15/20, 10:30:00 PM PDT",270.8903
"8/15/20, 10:45:00 PM PDT",271.5215
"8/15/20, 11:00:00 PM PDT",281.898
"8/15/20, 11:15:00 PM PDT",270.5454
"8/15/20, 11:30:00 PM PDT",284.5637
"8/15/20, 11:45:00 PM PDT",284.6816
"8/16/20, 12:00:00 AM PDT",276.2827
"8/16/20, 12:15:00 AM PDT",286.0739
"8/16/20, 12:30:00 AM PDT",283.6743
"8/16/20, 12:45:00 AM PDT",277.6729
"8/16/20, 1:00:00 AM PDT",285.7807
"8/16/20, 1:15:00 AM PDT",288.4305
"8/16/20, 1:30:00 AM PDT",275.7148
"8/16/20, 1:45:00 AM PDT",287.4841
"8/16/20, 2:00:00 AM PDT",283.0916
"8/16/20, 2:15:00 AM PDT",275.4156
"8/16/20, 2:30:00 AM PDT",284.6401
"8/16/20, 2:45:00 AM PDT",276.6478
"8/16/20, 3:00:00 AM PDT",273.5658
"8/16/20, 3:15:00 AM PDT",285.532
"8/16/20, 3:30:00 AM PDT",285.2401
"8/16/20, 3:45:00 AM PDT",274.4315
"8/16/20, 4:00:00 AM PDT",284.6839
"8/16/20, 4:15:00 AM PDT",281.8961
"8/16/20, 4:30:00 AM PDT",275.1979
"8/16/20, 4:45:00 AM PDT",285.2227
"8/16/20, 5:00:00 AM PDT",291.2943
"8/16/20, 5:15:00 AM PDT",275.3465
"8/16/20, 5:30:00 AM PDT",289.7705
"8/16/20, 5:45:00 AM PDT",277.53
"8/16/20, 6:00:00 AM PDT",278.236
"8/16/20, 6:15:00 AM PDT",287.3533
"8/16/20, 6:30:00 AM PDT",279.9501
"8/16/20, 6:45:00 AM PDT",277.0569
"8/16/20, 7:00:00 AM PDT",288.0059
"8/16/20, 7:15:00 AM PDT",275.7943
"8/16/20, 7:30:00 AM PDT",280.4085
"8/16/20, 7:45:00 AM PDT",288.2544
"8/16/20, 8:00:00 AM PDT",277.8023
"8/16/20, 8:15:00 AM PDT",277.7935
"8/16/20, 8:30:00 AM PDT",288.9133
"8/16/20, 8:45:00 AM PDT",276.5219
"8/16/20, 9:00:00 AM PDT",283.7535
"8/16/20, 9:15:00 AM PDT",289.7167
"8/16/20, 9:30:00 AM PDT",277.9921
"8/16/20, 9:45:00 AM PDT",287.8103
"8/16/20, 10:00:00 AM PDT",295.5227
"8/16/20, 10:15:00 AM PDT",284.909
"8/16/20, 10:30:00 AM PDT",291.3179
"8/16/20, 10:45:00 AM PDT",300.4811
"8/16/20, 11:00:00 AM PDT",290.1989
"8/16/20, 11:15:00 AM PDT",303.5304
"8/16/20, 11:30:00 AM PDT",292.9478
"8/16/20, 11:45:00 AM PDT",288.597
"8/16/20, 12:00:00 PM PDT",302.9605
"8/16/20, 12:15:00 PM PDT",291.0973
"8/16/20, 12:30:00 PM PDT",290.0049
"8/16/20, 12:45:00 PM PDT",303.039
"8/16/20, 1:00:00 PM PDT",289.2786
"8/16/20, 1:15:00 PM PDT",303.9778
"8/16/20, 1:30:00 PM PDT",302.2391
"8/16/20, 1:45:00 PM PDT",292.6391
"8/16/20, 2:00:00 PM PDT",302.3745
"8/16/20, 2:15:00 PM PDT",296.5799
"8/16/20, 2:30:00 PM PDT",290.7672
"8/16/20, 2:45:00 PM PDT",308.1659
"8/16/20, 3:00:00 PM PDT",289.2947
"8/16/20, 3:15:00 PM PDT",297.2127
"8/16/20, 3:30:00 PM PDT",303.943
"8/16/20, 3:45:00 PM PDT",297.576
"8/16/20, 4:00:00 PM PDT",304.552
"8/16/20, 4:15:00 PM PDT",304.1582
"8/16/20, 4:30:00 PM PDT",293.2559
"8/16/20, 4:45:00 PM PDT",302.571
"8/16/20, 5:00:00 PM PDT",289.5525
"8/16/20, 5:15:00 PM PDT",289.9354
"8/16/20, 5:30:00 PM PDT",297.6613
"8/16/20, 5:45:00 PM PDT",286.0833
"8/16/20, 6:00:00 PM PDT",285.4905
"8/16/20, 6:15:00 PM PDT",297.3143
"8/16/20, 6:30:00 PM PDT",283.5492
"8/16/20, 6:45:00 PM PDT",280.4173
"8/16/20, 7:00:00 PM PDT",293.1601
"8/16/20, 7:15:00 PM PDT",280.1693
"8/16/20, 7:30:00 PM PDT",287.0715
"8/16/20, 7:45:00 PM PDT",287.6757
"8/16/20, 8:00:00 PM PDT",278.7692
"8/16/20, 8:15:00 PM PDT",289.8661
"8/16/20, 8:30:00 PM PDT",282.8263
"8/16/20, 8:45:00 PM PDT",278.2471
"8/16/20, 9:00:00 PM PDT",288.8545
"8/16/20, 9:15:00 PM PDT",282.789
"8/16/20, 9:30:00 PM PDT",277.9845
"8/16/20, 9:45:00 PM PDT",288.4493
"8/16/20, 10:00:00 PM PDT",277.9138
"8/16/20, 10:15:00 PM PDT",275.8558
"8/16/20, 10:30:00 PM PDT",284.6525
"8/16/20, 10:45:00 PM PDT",276.4736
"8/16/20, 11:00:00 PM PDT",276.7013
"8/16/20, 11:15:00 PM PDT",286.2934
"8/16/20, 11:30:00 PM PDT",275.2576
"8/16/20, 11:45:00 PM PDT",271.0967
"8/17/20, 12:00:00 AM PDT",287.1294
"8/17/20, 12:15:00 AM PDT",274.3867
"8/17/20, 12:30:00 AM PDT",277.5138
"8/17/20, 12:45:00 AM PDT",285.8339
"8/17/20, 1:00:00 AM PDT",273.4751
"8/17/20, 1:15:00 AM PDT",278.4382
"8/17/20, 1:30:00 AM PDT",285.6456
"8/17/20, 1:45:00 AM PDT",276.8569
"8/17/20, 2:00:00 AM PDT",277.7753
"8/17/20, 2:15:00 AM PDT",285.7992
"8/17/20, 2:30:00 AM PDT",275.8008
"8/17/20, 2:45:00 AM PDT",276.9729
"8/17/20, 3:00:00 AM PDT",288.9356
"8/17/20, 3:15:00 AM PDT",277.3604
"8/17/20, 3:30:00 AM PDT",275.8885
"8/17/20, 3:45:00 AM PDT",287.952
"8/17/20, 4:00:00 AM PDT",277.6658
"8/17/20, 4:15:00 AM PDT",277.1312
"8/17/20, 4:30:00 AM PDT",287.0599
"8/17/20, 4:45:00 AM PDT",275.1743
"8/17/20, 5:00:00 AM PDT",285.1428
"8/17/20, 5:15:00 AM PDT",290.2701
"8/17/20, 5:30:00 AM PDT",280.83
"8/17/20, 5:45:00 AM PDT",279.1841
"8/17/20, 6:00:00 AM PDT",291.5724
"8/17/20, 6:15:00 AM PDT",279.4843
"8/17/20, 6:30:00 AM PDT",279.2851
"8/17/20, 6:45:00 AM PDT",287.1513
"8/17/20, 7:00:00 AM PDT",277.9805
"8/17/20, 7:15:00 AM PDT",279.9682
"8/17/20, 7:30:00 AM PDT",287.2749
"8/17/20, 7:45:00 AM PDT",279.6276
"8/17/20, 8:00:00 AM PDT",284.033
"8/17/20, 8:15:00 AM PDT",289.3787
"8/17/20, 8:30:00 AM PDT",278.662
"8/17/20, 8:45:00 AM PDT",284.6351
"8/17/20, 9:00:00 AM PDT",291.7202
"8/17/20, 9:15:00 AM PDT",279.2955
"8/17/20, 9:30:00 AM PDT",280.5274
"8/17/20, 9:45:00 AM PDT",289.334
"8/17/20, 10:00:00 AM PDT",281.0143
"8/17/20, 10:15:00 AM PDT",277.5861
"8/17/20, 10:30:00 AM PDT",296.3239
"8/17/20, 10:45:00 AM PDT",287.1241
"8/17/20, 11:00:00 AM PDT",288.384
"8/17/20, 11:15:00 AM PDT",303.3549
"8/17/20, 11:30:00 AM PDT",286.9088
"8/17/20, 11:45:00 AM PDT",286.1082
"8/17/20, 12:00:00 PM PDT",300.5399
"8/17/20, 12:15:00 PM PDT",288.9348
"8/17/20, 12:30:00 PM PDT",292.7823
"8/17/20, 12:45:00 PM PDT",299.0305
"8/17/20, 1:00:00 PM PDT",291.8219
"8/17/20, 1:15:00 PM PDT",296.4289
"8/17/20, 1:30:00 PM PDT",301.8752
"8/17/20, 1:45:00 PM PDT",291.193
"8/17/20, 2:00:00 PM PDT",303.5173
"8/17/20, 2:15:00 PM PDT",302.206
"8/17/20, 2:30:00 PM PDT",293.0013
"8/17/20, 2:45:00 PM PDT",303.4554
"8/17/20, 3:00:00 PM PDT",302.8901
"8/17/20, 3:15:00 PM PDT",293.4054
"8/17/20, 3:30:00 PM PDT",303.9102
"8/17/20, 3:45:00 PM PDT",289.1466
"8/17/20, 4:00:00 PM PDT",293.7627
"8/17/20, 4:15:00 PM PDT",305.1535
"8/17/20, 4:30:00 PM PDT",293.7614
"8/17/20, 4:45:00 PM PDT",296.8007
"8/17/20, 5:00:00 PM PDT",304.5032
"8/17/20, 5:15:00 PM PDT",292.5166
"8/17/20, 5:30:00 PM PDT",304.8329
"8/17/20, 5:45:00 PM PDT",291.9617
"8/17/20, 6:00:00 PM PDT",289.6234
"8/17/20, 6:15:00 PM PDT",304.6571
"8/17/20, 6:30:00 PM PDT",289.4409
"8/17/20, 6:45:00 PM PDT",303.2777
"8/17/20, 7:00:00 PM PDT",302.3492
"8/17/20, 7:15:00 PM PDT",290.6543
"8/17/20, 7:30:00 PM PDT",304.0643
"8/17/20, 7:45:00 PM PDT",290.8699
"8/17/20, 8:00:00 PM PDT",290.2517
"8/17/20, 8:15:00 PM PDT",297.8409
"8/17/20, 8:30:00 PM PDT",290.1155
"8/17/20, 8:45:00 PM PDT",290.0991
"8/17/20, 9:00:00 PM PDT",299.3143
"8/17/20, 9:15:00 PM PDT",290.8301
"8/17/20, 9:30:00 PM PDT",302.1315
"8/17/20, 9:45:00 PM PDT",289.8768
"8/17/20, 10:00:00 PM PDT",297.2102
"8/17/20, 10:15:00 PM PDT",286.5806
"8/17/20, 10:30:00 PM PDT",286.2416
"8/17/20, 10:45:00 PM PDT",290.6925
"8/17/20, 11:00:00 PM PDT",285.3253
"8/17/20, 11:15:00 PM PDT",281.8441
"8/17/20, 11:30:00 PM PDT",295.2417
"8/17/20, 11:45:00 PM PDT",281.178
"8/18/20, 12:00:00 AM PDT",294.9863
"8/18/20, 12:15:00 AM PDT",288.2234
"8/18/20, 12:30:00 AM PDT",284.0219
"8/18/20, 12:45:00 AM PDT",295.6714
"8/18/20, 1:00:00 AM PDT",282.6522
"8/18/20, 1:15:00 AM PDT",282.7786
"8/18/20, 1:30:00 AM PDT",293.348
"8/18/20, 1:45:00 AM PDT",282.5746
"8/18/20, 2:00:00 AM PDT",284.6643
"8/18/20, 2:15:00 AM PDT",289.037
"8/18/20, 2:30:00 AM PDT",280.2589
"8/18/20, 2:45:00 AM PDT",289.1402
"8/18/20, 3:00:00 AM PDT",279.5105
"8/18/20, 3:15:00 AM PDT",278.8942
"8/18/20, 3:30:00 AM PDT",289.6447
"8/18/20, 3:45:00 AM PDT",278.3569
"8/18/20, 4:00:00 AM PDT",288.6922
"8/18/20, 4:15:00 AM PDT",279.1479
"8/18/20, 4:30:00 AM PDT",278.7087
"8/18/20, 4:45:00 AM PDT",289.4367
"8/18/20, 5:00:00 AM PDT",286.7405
"8/18/20, 5:15:00 AM PDT",290.481
"8/18/20, 5:30:00 AM PDT",282.2398
"8/18/20, 5:45:00 AM PDT",281.1706
"8/18/20, 6:00:00 AM PDT",292.7624
"8/18/20, 6:15:00 AM PDT",282.929
"8/18/20, 6:30:00 AM PDT",282.5635
"8/18/20, 6:45:00 AM PDT",293.9631
"8/18/20, 7:00:00 AM PDT",280.8173
"8/18/20, 7:15:00 AM PDT",293.4947
"8/18/20, 7:30:00 AM PDT",283.4712
"8/18/20, 7:45:00 AM PDT",283.4073
"8/18/20, 8:00:00 AM PDT",295.9591
"8/18/20, 8:15:00 AM PDT",281.4242
"8/18/20, 8:30:00 AM PDT",297.912
"8/18/20, 8:45:00 AM PDT",291.8327
"8/18/20, 9:00:00 AM PDT",283.9925
"8/18/20, 9:15:00 AM PDT",303.3687
"8/18/20, 9:30:00 AM PDT",286.5133
"8/18/20, 9:45:00 AM PDT",291.0435
"8/18/20, 10:00:00 AM PDT",306.5642
"8/18/20, 10:15:00 AM PDT",294.4417
"8/18/20, 10:30:00 AM PDT",301.4493
"8/18/20, 10:45:00 AM PDT",303.4008
"8/18/20, 11:00:00 AM PDT",299.1914
"8/18/20, 11:15:00 AM PDT",308.5525
"8/18/20, 11:30:00 AM PDT",298.2249
"8/18/20, 11:45:00 AM PDT",298.1041
"8/18/20, 12:00:00 PM PDT",309.3398
"8/18/20, 12:15:00 PM PDT",299.7979
"8/18/20, 12:30:00 PM PDT",297.8232
"8/18/20, 12:45:00 PM PDT",311.7979
"8/18/20, 1:00:00 PM PDT",298.4375
"8/18/20, 1:15:00 PM PDT",306.0809
"8/18/20, 1:30:00 PM PDT",312.757
"8/18/20, 1:45:00 PM PDT",301.7
"8/18/20, 2:00:00 PM PDT",312.8042
"8/18/20, 2:15:00 PM PDT",303.0772
"8/18/20, 2:30:00 PM PDT",303.9683
"8/18/20, 2:45:00 PM PDT",310.5376
"8/18/20, 3:00:00 PM PDT",302.3555
"8/18/20, 3:15:00 PM PDT",315.7979
"8/18/20, 3:30:00 PM PDT",293.7225
"8/18/20, 3:45:00 PM PDT",299.6419
"8/18/20, 4:00:00 PM PDT",306.8769
"8/18/20, 4:15:00 PM PDT",296.5302
"8/18/20, 4:30:00 PM PDT",307.429
"8/18/20, 4:45:00 PM PDT",297.7645
"8/18/20, 5:00:00 PM PDT",296.0772
"8/18/20, 5:15:00 PM PDT",305.8181
"8/18/20, 5:30:00 PM PDT",294.0722
"8/18/20, 5:45:00 PM PDT",298.0108
"8/18/20, 6:00:00 PM PDT",303.5346
"8/18/20, 6:15:00 PM PDT",292.0598
"8/18/20, 6:30:00 PM PDT",304.8553
"8/18/20, 6:45:00 PM PDT",292.7525
"8/18/20, 7:00:00 PM PDT",291.1566
"8/18/20, 7:15:00 PM PDT",304.7914
"8/18/20, 7:30:00 PM PDT",291.8619
"8/18/20, 7:45:00 PM PDT",300.8039
"8/18/20, 8:00:00 PM PDT",292.3368
"8/18/20, 8:15:00 PM PDT",291.8221
"8/18/20, 8:30:00 PM PDT",305.1019
"8/18/20, 8:45:00 PM PDT",287.6082
"8/18/20, 9:00:00 PM PDT",303.7006
"8/18/20, 9:15:00 PM PDT",288.4386
"8/18/20, 9:30:00 PM PDT",302.8356
"8/18/20, 9:45:00 PM PDT",289.4924
"8/18/20, 10:00:00 PM PDT",295.1438
"8/18/20, 10:15:00 PM PDT",285.1465
"8/18/20, 10:30:00 PM PDT",292.0722
"8/18/20, 10:45:00 PM PDT",287.3483
"8/18/20, 11:00:00 PM PDT",294.7069
"8/18/20, 11:15:00 PM PDT",281.4617
"8/18/20, 11:30:00 PM PDT",293.8069
"8/18/20, 11:45:00 PM PDT",282.7196
"8/19/20, 12:00:00 AM PDT",292.9227
"8/19/20, 12:15:00 AM PDT",280.3447
"8/19/20, 12:30:00 AM PDT",291.7578
"8/19/20, 12:45:00 AM PDT",280.5457
"8/19/20, 1:00:00 AM PDT",286.4291
"8/19/20, 1:15:00 AM PDT",284.8939
"8/19/20, 1:30:00 AM PDT",281.9585
"8/19/20, 1:45:00 AM PDT",292.0518
"8/19/20, 2:00:00 AM PDT",282.8902
"8/19/20, 2:15:00 AM PDT",292.9824
"8/19/20, 2:30:00 AM PDT",284.3693
"8/19/20, 2:45:00 AM PDT",294.9026
"8/19/20, 3:00:00 AM PDT",282.0657
"8/19/20, 3:15:00 AM PDT",291.3882
"8/19/20, 3:30:00 AM PDT",282.6487
"8/19/20, 3:45:00 AM PDT",291.9372
"8/19/20, 4:00:00 AM PDT",282.513
"8/19/20, 4:15:00 AM PDT",290.0218
"8/19/20, 4:30:00 AM PDT",284.0058
"8/19/20, 4:45:00 AM PDT",285.0966
"8/19/20, 5:00:00 AM PDT",302.9019
"8/19/20, 5:15:00 AM PDT",282.7822
"8/19/20, 5:30:00 AM PDT",295.7565
"8/19/20, 5:45:00 AM PDT",288.7203
"8/19/20, 6:00:00 AM PDT",298.4096
"8/19/20, 6:15:00 AM PDT",289.8056
"8/19/20, 6:30:00 AM PDT",299.05
"8/19/20, 6:45:00 AM PDT",292.9823
"8/19/20, 7:00:00 AM PDT",288.8541
"8/19/20, 7:15:00 AM PDT",291.4116
"8/19/20, 7:30:00 AM PDT",286.8341
"8/19/20, 7:45:00 AM PDT",289.4941
"8/19/20, 8:00:00 AM PDT",301.417
"8/19/20, 8:15:00 AM PDT",289.014
"8/19/20, 8:30:00 AM PDT",304.6424
"8/19/20, 8:45:00 AM PDT",291.2374
"8/19/20, 9:00:00 AM PDT",305.355
"8/19/20, 9:15:00 AM PDT",293.7007
"8/19/20, 9:30:00 AM PDT",304.3082
"8/19/20, 9:45:00 AM PDT",291.7798
"8/19/20, 10:00:00 AM PDT",295.6138
"8/19/20, 10:15:00 AM PDT",304.0376
"8/19/20, 10:30:00 AM PDT",299.3082
"8/19/20, 10:45:00 AM PDT",296.3472
"8/19/20, 11:00:00 AM PDT",297.6707
"8/19/20, 11:15:00 AM PDT",305.8835
"8/19/20, 11:30:00 AM PDT",295.7634
"8/19/20, 11:45:00 AM PDT",296.1783
"8/19/20, 12:00:00 PM PDT",306.881
"8/19/20, 12:15:00 PM PDT",308.9237
"8/19/20, 12:30:00 PM PDT",297.0772
"8/19/20, 12:45:00 PM PDT",300.7691
"8/19/20, 1:00:00 PM PDT",306.7568
"8/19/20, 1:15:00 PM PDT",299.8826
"8/19/20, 1:30:00 PM PDT",295.8362
"8/19/20, 1:45:00 PM PDT",307.1548
"8/19/20, 2:00:00 PM PDT",309.6872
"8/19/20, 2:15:00 PM PDT",299.2171
"8/19/20, 2:30:00 PM PDT",302.7881
"8/19/20, 2:45:00 PM PDT",305.7233
"8/19/20, 3:00:00 PM PDT",300.6696
"8/19/20, 3:15:00 PM PDT",301.2636
"8/19/20, 3:30:00 PM PDT",309.6407
"8/19/20, 3:45:00 PM PDT",300.0729
"8/19/20, 4:00:00 PM PDT",302.3165
"8/19/20, 4:15:00 PM PDT",309.2198
"8/19/20, 4:30:00 PM PDT",305.7267
"8/19/20, 4:45:00 PM PDT",300.4991
"8/19/20, 5:00:00 PM PDT",301.9995
"8/19/20, 5:15:00 PM PDT",311.2784
"8/19/20, 5:30:00 PM PDT",299.9175
"8/19/20, 5:45:00 PM PDT",300.7213
"8/19/20, 6:00:00 PM PDT",311.8517
"8/19/20, 6:15:00 PM PDT",307.9864
"8/19/20, 6:30:00 PM PDT",300.6624
"8/19/20, 6:45:00 PM PDT",296.8669
"8/19/20, 7:00:00 PM PDT",309.0375
"8/19/20, 7:15:00 PM PDT",308.5724
"8/19/20, 7:30:00 PM PDT",299.0383
"8/19/20, 7:45:00 PM PDT",296.3218
"8/19/20, 8:00:00 PM PDT",308.026
"8/19/20, 8:15:00 PM PDT",302.7986
"8/19/20, 8:30:00 PM PDT",294.7964
"8/19/20, 8:45:00 PM PDT",296.841
"8/19/20, 9:00:00 PM PDT",304.7521
"8/19/20, 9:15:00 PM PDT",292.6866
"8/19/20, 9:30:00 PM PDT",293.3981
"8/19/20, 9:45:00 PM PDT",302.5839
"8/19/20, 10:00:00 PM PDT",301.4999
"8/19/20, 10:15:00 PM PDT",287.2303
"8/19/20, 10:30:00 PM PDT",292.5543
"8/19/20, 10:45:00 PM PDT",297.2934
"8/19/20, 11:00:00 PM PDT",295.2822
"8/19/20, 11:15:00 PM PDT",286.1091
"8/19/20, 11:30:00 PM PDT",287.5695
"8/19/20, 11:45:00 PM PDT",294.8385
"8/20/20, 12:00:00 AM PDT",287.2094
"8/20/20, 12:15:00 AM PDT",285.2538
"8/20/20, 12:30:00 AM PDT",287.1416
"8/20/20, 12:45:00 AM PDT",298.6407
"8/20/20, 1:00:00 AM PDT",284.5879
"8/20/20, 1:15:00 AM PDT",282.7628
"8/20/20, 1:30:00 AM PDT",284.5928
"8/20/20, 1:45:00 AM PDT",293.1695
"8/20/20, 2:00:00 AM PDT",284.9531
"8/20/20, 2:15:00 AM PDT",283.0565
"8/20/20, 2:30:00 AM PDT",284.2725
"8/20/20, 2:45:00 AM PDT",292.936
"8/20/20, 3:00:00 AM PDT",287.4598
"8/20/20, 3:15:00 AM PDT",279.9366
"8/20/20, 3:30:00 AM PDT",289.4747
"8/20/20, 3:45:00 AM PDT",293.6869
"8/20/20, 4:00:00 AM PDT",282.4025
"8/20/20, 4:15:00 AM PDT",281.829
"8/20/20, 4:30:00 AM PDT",292.7728
"8/20/20, 4:45:00 AM PDT",290.3429
"8/20/20, 5:00:00 AM PDT",288.0762
"8/20/20, 5:15:00 AM PDT",288.7193
"8/20/20, 5:30:00 AM PDT",298.6104
"8/20/20, 5:45:00 AM PDT",289.903
"8/20/20, 6:00:00 AM PDT",287.24
"8/20/20, 6:15:00 AM PDT",283.9045
"8/20/20, 6:30:00 AM PDT",298.2966
"8/20/20, 6:45:00 AM PDT",289.3667
"8/20/20, 7:00:00 AM PDT",284.6534
"8/20/20, 7:15:00 AM PDT",286.7752
"8/20/20, 7:30:00 AM PDT",294.5695
"8/20/20, 7:45:00 AM PDT",287.7693
"8/20/20, 8:00:00 AM PDT",284.7812
"8/20/20, 8:15:00 AM PDT",296.4061
"8/20/20, 8:30:00 AM PDT",295.8888
"8/20/20, 8:45:00 AM PDT",289.0352
"8/20/20, 9:00:00 AM PDT",288.8894
"8/20/20, 9:15:00 AM PDT",301.1435
"8/20/20, 9:30:00 AM PDT",291.0171
"8/20/20, 9:45:00 AM PDT",289.7006
"8/20/20, 10:00:00 AM PDT",306.1374
"8/20/20, 10:15:00 AM PDT",305.877
"8/20/20, 10:30:00 AM PDT",291.4375
"8/20/20, 10:45:00 AM PDT",301.3443
"8/20/20, 11:00:00 AM PDT",303.9515
"8/20/20, 11:15:00 AM PDT",297.9181
"8/20/20, 11:30:00 AM PDT",294.6723
"8/20/20, 11:45:00 AM PDT",294.1707
"8/20/20, 12:00:00 PM PDT",302.1776
"8/20/20, 12:15:00 PM PDT",304.6064
"8/20/20, 12:30:00 PM PDT",305.34
"8/20/20, 12:45:00 PM PDT",304.9822
"8/20/20, 1:00:00 PM PDT",297.9403
"8/20/20, 1:15:00 PM PDT",300.9654
"8/20/20, 1:30:00 PM PDT",299.908
"8/20/20, 1:45:00 PM PDT",303.8767
"8/20/20, 2:00:00 PM PDT",301.2174
"8/20/20, 2:15:00 PM PDT",317.4594
"8/20/20, 2:30:00 PM PDT",310.0786
"8/20/20, 2:45:00 PM PDT",303.4249
"8/20/20, 3:00:00 PM PDT",304.3207
"8/20/20, 3:15:00 PM PDT",315.4241
"8/20/20, 3:30:00 PM PDT",305.9619
"8/20/20, 3:45:00 PM PDT",305.181
"8/20/20, 4:00:00 PM PDT",316.1025
"8/20/20, 4:15:00 PM PDT",306.9656
"8/20/20, 4:30:00 PM PDT",305.5561
"8/20/20, 4:45:00 PM PDT",315.4529
"8/20/20, 5:00:00 PM PDT",300.655
"8/20/20, 5:15:00 PM PDT",302.2101
"8/20/20, 5:30:00 PM PDT",306.9357
"8/20/20, 5:45:00 PM PDT",297.682
"8/20/20, 6:00:00 PM PDT",297.8157
"8/20/20, 6:15:00 PM PDT",305.0515
"8/20/20, 6:30:00 PM PDT",303.1953
"8/20/20, 6:45:00 PM PDT",293.7914
"8/20/20, 7:00:00 PM PDT",302.0896
"8/20/20, 7:15:00 PM PDT",292.9491
"8/20/20, 7:30:00 PM PDT",290.6642
"8/20/20, 7:45:00 PM PDT",301.3603
"8/20/20, 8:00:00 PM PDT",292.8918
"8/20/20, 8:15:00 PM PDT",283.0436
"8/20/20, 8:30:00 PM PDT",293.3971
"8/20/20, 8:45:00 PM PDT",285.1117
"8/20/20, 9:00:00 PM PDT",284.8369
"8/20/20, 9:15:00 PM PDT",293.3855
"8/20/20, 9:30:00 PM PDT",283.8135
"8/20/20, 9:45:00 PM PDT",281.5081
"8/20/20, 10:00:00 PM PDT",290.8971
"8/20/20, 10:15:00 PM PDT",276.9512
"8/20/20, 10:30:00 PM PDT",278.6379
"8/20/20, 10:45:00 PM PDT",286.3584
"8/20/20, 11:00:00 PM PDT",279.6229
"8/20/20, 11:15:00 PM PDT",278.109
"8/20/20, 11:30:00 PM PDT",287.7277
"8/20/20, 11:45:00 PM PDT",277.1058
"8/21/20, 12:00:00 AM PDT",276.5126
"8/21/20, 12:15:00 AM PDT",286.7289
"8/21/20, 12:30:00 AM PDT",276.4269
"8/21/20, 12:45:00 AM PDT",276.452
"8/21/20, 1:00:00 AM PDT",285.9723
"8/21/20, 1:15:00 AM PDT",275.7685
"8/21/20, 1:30:00 AM PDT",276.1848
"8/21/20, 1:45:00 AM PDT",287.1535
"8/21/20, 2:00:00 AM PDT",278.9436
"8/21/20, 2:15:00 AM PDT",272.5304
"8/21/20, 2:30:00 AM PDT",287.0115
"8/21/20, 2:45:00 AM PDT",277.0403
"8/21/20, 3:00:00 AM PDT",275.5665
"8/21/20, 3:15:00 AM PDT",285.5048
"8/21/20, 3:30:00 AM PDT",276.9582
"8/21/20, 3:45:00 AM PDT",277.4683
"8/21/20, 4:00:00 AM PDT",286.2272
"8/21/20, 4:15:00 AM PDT",287.9359
"8/21/20, 4:30:00 AM PDT",279.7524
"8/21/20, 4:45:00 AM PDT",281.943
"8/21/20, 5:00:00 AM PDT",299.5795
"8/21/20, 5:15:00 AM PDT",285.9098
"8/21/20, 5:30:00 AM PDT",285.3231
"8/21/20, 5:45:00 AM PDT",295.8976
"8/21/20, 6:00:00 AM PDT",282.0728
"8/21/20, 6:15:00 AM PDT",300.1649
